lead_day,Platform,Campaign,Ad Name,Aff_param,Cost
2025-05-07,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,821.89
2025-05-07,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1433.14
2025-05-07,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1252.89
2025-05-07,Google Display,Prospecting Display,In-Market Display A,AFF-2201,814.77
2025-05-07,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,360.26
2025-05-07,Google Search,Brand Search,Brand Core RSA,AFF-1201,1924.4
2025-05-07,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2341.26
2025-05-07,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1241.94
2025-05-07,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,887.72
2025-05-07,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,243.64
2025-05-07,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,216.02
2025-05-07,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,596.35
2025-05-07,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,211.76
2025-05-08,Bing,Brand Search,Bing Brand Exact,AFF-3201,1272.33
2025-05-08,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,781.37
2025-05-08,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1853.5
2025-05-08,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1393.09
2025-05-08,Google Display,Prospecting Display,In-Market Display A,AFF-2201,685.35
2025-05-08,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,390.51
2025-05-08,Google Search,Brand Search,Brand Core RSA,AFF-1201,1829.59
2025-05-08,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2634.97
2025-05-08,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1567.93
2025-05-08,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,770.85
2025-05-08,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,220.55
2025-05-08,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,256.8
2025-05-08,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,387.03
2025-05-08,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,383.65
2025-05-09,Bing,Brand Search,Bing Brand Exact,AFF-3201,1179.84
2025-05-09,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,756.48
2025-05-09,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,2110.37
2025-05-09,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1729.24
2025-05-09,Google Display,Prospecting Display,In-Market Display A,AFF-2201,559.79
2025-05-09,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,333.99
2025-05-09,Google Search,Brand Search,Brand Core RSA,AFF-1201,1921.9
2025-05-09,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1880.42
2025-05-09,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,633.76
2025-05-09,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1145.84
2025-05-09,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,155.19
2025-05-09,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,201.18
2025-05-09,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,396.92
2025-05-09,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,330.04
2025-05-10,Bing,Brand Search,Bing Brand Exact,AFF-3201,1682.05
2025-05-10,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,734.48
2025-05-10,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,879.07
2025-05-10,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1354.82
2025-05-10,Google Display,Prospecting Display,In-Market Display A,AFF-2201,633.44
2025-05-10,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,302.05
2025-05-10,Google Search,Brand Search,Brand Core RSA,AFF-1201,2273.51
2025-05-10,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2658.35
2025-05-10,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,524.7
2025-05-10,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,805.03
2025-05-10,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,208.49
2025-05-10,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,151.06
2025-05-10,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,354.89
2025-05-10,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,372.63
2025-05-11,Bing,Brand Search,Bing Brand Exact,AFF-3201,1179.07
2025-05-11,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,938.32
2025-05-11,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1822.3
2025-05-11,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1167.38
2025-05-11,Google Display,Prospecting Display,In-Market Display A,AFF-2201,817.6
2025-05-11,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,445.81
2025-05-11,Google Search,Brand Search,Brand Core RSA,AFF-1201,1056.1
2025-05-11,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2148.16
2025-05-11,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,526.39
2025-05-11,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1468.13
2025-05-11,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,208.4
2025-05-11,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,256.2
2025-05-11,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,226.88
2025-05-11,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,262.85
2025-05-12,Bing,Brand Search,Bing Brand Exact,AFF-3201,1051.11
2025-05-12,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,1224.69
2025-05-12,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1380.48
2025-05-12,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,919.77
2025-05-12,Google Display,Prospecting Display,In-Market Display A,AFF-2201,567.61
2025-05-12,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,570.25
2025-05-12,Google Search,Brand Search,Brand Core RSA,AFF-1201,2917.64
2025-05-12,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2168.84
2025-05-12,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1366.05
2025-05-12,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1743.45
2025-05-12,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,365.33
2025-05-12,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,356.0
2025-05-12,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,784.27
2025-05-12,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,332.99
2025-05-13,Bing,Brand Search,Bing Brand Exact,AFF-3201,1027.93
2025-05-13,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,746.45
2025-05-13,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1533.85
2025-05-13,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1821.51
2025-05-13,Google Display,Prospecting Display,In-Market Display A,AFF-2201,937.81
2025-05-13,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,583.77
2025-05-13,Google Search,Brand Search,Brand Core RSA,AFF-1201,1880.15
2025-05-13,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2601.92
2025-05-13,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1240.09
2025-05-13,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,819.76
2025-05-13,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,272.19
2025-05-13,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,223.25
2025-05-13,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,399.09
2025-05-13,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,584.06
2025-05-14,Bing,Brand Search,Bing Brand Exact,AFF-3201,1141.19
2025-05-14,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,771.71
2025-05-14,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,2196.49
2025-05-14,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1286.68
2025-05-14,Google Display,Prospecting Display,In-Market Display A,AFF-2201,884.18
2025-05-14,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,329.21
2025-05-14,Google Search,Brand Search,Brand Core RSA,AFF-1201,1489.66
2025-05-14,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2252.63
2025-05-14,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,661.37
2025-05-14,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1007.01
2025-05-14,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,60.39
2025-05-14,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,207.37
2025-05-14,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,423.57
2025-05-14,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,196.05
2025-05-15,Bing,Brand Search,Bing Brand Exact,AFF-3201,1390.58
2025-05-15,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,644.43
2025-05-15,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1988.0
2025-05-15,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1610.05
2025-05-15,Google Display,Prospecting Display,In-Market Display A,AFF-2201,726.62
2025-05-15,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,715.74
2025-05-15,Google Search,Brand Search,Brand Core RSA,AFF-1201,2196.69
2025-05-15,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2734.44
2025-05-15,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1018.42
2025-05-15,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1539.21
2025-05-15,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,264.6
2025-05-15,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,283.1
2025-05-15,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,630.96
2025-05-15,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,225.95
2025-05-16,Bing,Brand Search,Bing Brand Exact,AFF-3201,1258.1
2025-05-16,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,970.61
2025-05-16,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1533.16
2025-05-16,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,793.85
2025-05-16,Google Display,Prospecting Display,In-Market Display A,AFF-2201,633.28
2025-05-16,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,675.32
2025-05-16,Google Search,Brand Search,Brand Core RSA,AFF-1201,1876.02
2025-05-16,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1974.67
2025-05-16,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,685.61
2025-05-16,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,642.53
2025-05-16,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,168.97
2025-05-16,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,155.67
2025-05-16,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,140.22
2025-05-16,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,421.86
2025-05-17,Bing,Brand Search,Bing Brand Exact,AFF-3201,1029.33
2025-05-17,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,915.77
2025-05-17,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1294.73
2025-05-17,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1349.27
2025-05-17,Google Display,Prospecting Display,In-Market Display A,AFF-2201,592.27
2025-05-17,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,282.5
2025-05-17,Google Search,Brand Search,Brand Core RSA,AFF-1201,2129.67
2025-05-17,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2323.49
2025-05-17,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,728.03
2025-05-17,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1258.65
2025-05-17,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,157.14
2025-05-17,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,164.98
2025-05-17,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,232.8
2025-05-17,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,271.94
2025-05-18,Bing,Brand Search,Bing Brand Exact,AFF-3201,1270.73
2025-05-18,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,747.83
2025-05-18,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1825.66
2025-05-18,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1055.34
2025-05-18,Google Display,Prospecting Display,In-Market Display A,AFF-2201,586.47
2025-05-18,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,468.82
2025-05-18,Google Search,Brand Search,Brand Core RSA,AFF-1201,2686.68
2025-05-18,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1933.76
2025-05-18,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,625.24
2025-05-18,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,796.03
2025-05-18,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,166.09
2025-05-18,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,146.29
2025-05-18,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,380.16
2025-05-18,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,495.63
2025-05-19,Bing,Brand Search,Bing Brand Exact,AFF-3201,685.95
2025-05-19,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,676.67
2025-05-19,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1328.38
2025-05-19,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1104.34
2025-05-19,Google Display,Prospecting Display,In-Market Display A,AFF-2201,615.64
2025-05-19,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,372.38
2025-05-19,Google Search,Brand Search,Brand Core RSA,AFF-1201,1565.75
2025-05-19,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1564.72
2025-05-19,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,428.04
2025-05-19,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,974.72
2025-05-19,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,231.49
2025-05-19,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,98.49
2025-05-19,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,79.67
2025-05-19,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,136.13
2025-05-20,Bing,Brand Search,Bing Brand Exact,AFF-3201,670.57
2025-05-20,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,860.55
2025-05-20,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1708.7
2025-05-20,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1206.2
2025-05-20,Google Display,Prospecting Display,In-Market Display A,AFF-2201,1230.55
2025-05-20,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,363.25
2025-05-20,Google Search,Brand Search,Brand Core RSA,AFF-1201,1677.9
2025-05-20,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,3508.46
2025-05-20,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,394.59
2025-05-20,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,666.21
2025-05-20,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,273.69
2025-05-20,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,386.67
2025-05-20,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,208.4
2025-05-20,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,76.5
2025-05-21,Bing,Brand Search,Bing Brand Exact,AFF-3201,1259.24
2025-05-21,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,319.32
2025-05-21,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1911.74
2025-05-21,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1300.7
2025-05-21,Google Display,Prospecting Display,In-Market Display A,AFF-2201,1171.64
2025-05-21,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,315.55
2025-05-21,Google Search,Brand Search,Brand Core RSA,AFF-1201,2354.59
2025-05-21,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,962.28
2025-05-21,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,140.49
2025-05-21,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1112.16
2025-05-21,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,284.29
2025-05-21,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,253.05
2025-05-21,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,384.26
2025-05-21,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,268.1
2025-05-22,Bing,Brand Search,Bing Brand Exact,AFF-3201,799.86
2025-05-22,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,612.15
2025-05-22,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1075.56
2025-05-22,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1140.89
2025-05-22,Google Display,Prospecting Display,In-Market Display A,AFF-2201,864.66
2025-05-22,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,472.25
2025-05-22,Google Search,Brand Search,Brand Core RSA,AFF-1201,2468.91
2025-05-22,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2183.34
2025-05-22,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1378.87
2025-05-22,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1546.73
2025-05-22,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,51.99
2025-05-22,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,275.38
2025-05-22,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,637.49
2025-05-22,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,220.06
2025-05-23,Bing,Brand Search,Bing Brand Exact,AFF-3201,1105.32
2025-05-23,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,429.34
2025-05-23,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,2006.96
2025-05-23,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1144.42
2025-05-23,Google Display,Prospecting Display,In-Market Display A,AFF-2201,431.47
2025-05-23,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,534.4
2025-05-23,Google Search,Brand Search,Brand Core RSA,AFF-1201,2270.75
2025-05-23,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2066.0
2025-05-23,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,501.98
2025-05-23,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,370.94
2025-05-23,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,394.38
2025-05-23,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,167.19
2025-05-23,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,267.97
2025-05-23,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,357.44
2025-05-24,Bing,Brand Search,Bing Brand Exact,AFF-3201,1148.26
2025-05-24,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,520.05
2025-05-24,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,865.88
2025-05-24,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1142.06
2025-05-24,Google Display,Prospecting Display,In-Market Display A,AFF-2201,661.09
2025-05-24,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,478.65
2025-05-24,Google Search,Brand Search,Brand Core RSA,AFF-1201,2039.8
2025-05-24,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1552.99
2025-05-24,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,613.23
2025-05-24,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,912.87
2025-05-24,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,372.19
2025-05-24,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,151.81
2025-05-24,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,460.82
2025-05-24,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,196.65
2025-05-25,Bing,Brand Search,Bing Brand Exact,AFF-3201,917.52
2025-05-25,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,603.03
2025-05-25,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1858.02
2025-05-25,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1671.42
2025-05-25,Google Display,Prospecting Display,In-Market Display A,AFF-2201,687.78
2025-05-25,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,681.02
2025-05-25,Google Search,Brand Search,Brand Core RSA,AFF-1201,1625.19
2025-05-25,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1802.05
2025-05-25,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,400.91
2025-05-25,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,248.41
2025-05-25,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,305.87
2025-05-25,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,247.42
2025-05-25,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,399.15
2025-05-25,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,266.07
2025-05-26,Bing,Brand Search,Bing Brand Exact,AFF-3201,759.22
2025-05-26,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,1083.56
2025-05-26,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1875.89
2025-05-26,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1339.57
2025-05-26,Google Display,Prospecting Display,In-Market Display A,AFF-2201,760.77
